id		nm		lat		lon		countryCode
691336		Trebukhiv		50.484322		30.903040		UA
691444		Tovste		48.846619		25.726210		UA
691510		Tyshkivka		48.496651		30.942289		UA
691578		Tetiyiv		49.376701		29.664740		UA
691603		Terpinnya		46.969711		35.419720		UA
691708		Teplyk		48.665661		29.745041		UA
691820		Tarutyne		46.185829		29.150560		UA
691904		Tarashcha		49.558319		30.492590		UA
691942		Talalayivka		50.957829		31.920851		UA
692016		Svyatogorsk		49.033329		37.566669		UA
692122		Svarychiv		48.962200		24.196581		UA
692175		Sursko-Mikhaylovka		48.272018		34.727589		UA
692233		Sukhovolya		49.824261		23.837700		UA
692317		Subottsi		48.655449		32.520931		UA
692410		Strohonivka		44.943089		34.197269		UA
692465		Strabychovo		48.392471		22.543079		UA
692468		Stozhkovskoye		48.113331		38.492500		UA
692531		Stetseva		48.527672		25.575720		UA
692638		Steblev		49.401859		31.097639		UA
692703		Staryy Saltov		50.082680		36.793930		UA
692713		Staryy Krym		47.161461		37.489342		UA
692742		Stari Kuty		48.270931		25.172930		UA
692749		Stari Bohorodchany		48.833611		24.524300		UA
692819		Starokozache		46.337219		29.985279		UA
692829		Starobesheve		47.750381		38.030510		UA
692844		Starychi		49.980011		23.558479		UA
692866		Stara Synyava		49.603180		27.619089		UA
692944		Stanislav		46.569092		32.147770		UA
693001		Serednye Vodyane		47.981590		23.910410		UA
693002		Serednye		48.540428		22.506960		UA
693010		Sribne		50.663841		32.918671		UA
693028		Spasskoye		48.659828		35.052422		UA
693044		Spas		48.889919		24.062929		UA
693100		Sosnytsya		51.523869		32.499851		UA
693176		Solotvyno		47.946041		23.870350		UA
693178		Solotvyn		48.702122		24.422119		UA
693193		Solonka		49.756210		24.010281		UA
693194		Solonytsivka		49.996819		36.034641		UA
693325		Sofiyivka		48.049271		33.874619		UA
693348		Sobolivka		49.336040		28.650961		UA
693510		Slobidka		47.886940		29.346109		UA
693546		Sloboda		51.198059		33.606949		UA
693582		Slavske		48.847340		23.445869		UA
693658		Skole		49.037170		23.513460		UA
693679		Skhodnitsa		49.201279		23.361691		UA
693700		Skalat		49.427319		25.978689		UA
693791		Synevyr		48.487450		23.625750		UA
693953		Sholokhove		47.694530		34.031189		UA
693995		Shklo		49.956749		23.544081		UA
694013		Shyshaky		49.881748		34.011181		UA
694016		Shyryayeve		47.380520		30.196381		UA
694025		Shyroke		47.691730		33.257141		UA
694073		Shypyntsi		48.376770		25.746639		UA
694137		Shevchenkove		49.695850		37.173481		UA
694148		Shevchenkove		46.862888		32.203869		UA
694152		Shevchenkove		45.556042		29.333570		UA
694198		Sheshory		48.331970		24.983290		UA
694273		Shchors		51.818649		31.945040		UA
694290		Shcherbinovka		48.394890		37.791019		UA
694369		Shalyhyne		51.571678		34.121670		UA
694392		Shabo		46.132622		30.385950		UA
694403		Seversk		48.866989		38.100071		UA
694467		Sergeyevka		46.027199		30.376820		UA
694491		Seredyna-Buda		52.189018		34.036388		UA
694498		Serebriya		48.455929		27.719231		UA
694548		Sencha		50.254822		33.346020		UA
694579		Semeykino		48.326431		39.533661		UA
